path	baseline_path	kind	classification	cmake_selection	current_sha256	baseline_sha256	canonical_current_sha256	canonical_baseline_sha256	disposition
src/core/softpc/base/bios/bootstra.c	base/bios/bootstra.c	source-or-header	identical-original	literal-reference	656c7feada15fda95476beb8f099453c79edfe75b75c49b3aadbf23a89ef3f05	656c7feada15fda95476beb8f099453c79edfe75b75c49b3aadbf23a89ef3f05	292f700c462e46bd2b7c392a2efb0bb35796b02da57fe1cf542b59f84d8c5780	292f700c462e46bd2b7c392a2efb0bb35796b02da57fe1cf542b59f84d8c5780	retain-pristine
src/core/softpc/base/bios/build_id.c	base/bios/build_id.c	source-or-header	identical-original	literal-reference	9ff03f58980437d69cf245e18907ed5e5f4760622d90c870c617e410eeafd6e4	9ff03f58980437d69cf245e18907ed5e5f4760622d90c870c617e410eeafd6e4	d309bf98e84a58ed32ceff4ffd87a8322120f2d56f73c6811242cffb6337dc22	d309bf98e84a58ed32ceff4ffd87a8322120f2d56f73c6811242cffb6337dc22	retain-pristine
src/core/softpc/base/bios/cmos_bis.c	base/bios/cmos_bis.c	source-or-header	identical-original	literal-reference	e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd	e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd	c3107578e119c2a6350d5381e0ac5ede8d55581f38efd6a874554063ec4a6395	c3107578e119c2a6350d5381e0ac5ede8d55581f38efd6a874554063ec4a6395	retain-pristine
src/core/softpc/base/bios/equipmnt.c	base/bios/equipmnt.c	source-or-header	direct-original-diff	literal-reference	1721fe54bb969ae6db4a615379107a314a20f75e5dfc3bd6ed90504bb40d96f5	08b798882c49443b2641ebf091adf07959059d46bc703467d860ab22659f2967	73818fb9285914edf9ef1610c2e1ffea8b3cc70e96150b5729ae388d40db556c	bb78b1bd2d67bf288113a31af4d1c9bf5d05263933d6433a7254787f2341ee2e	overlay
src/core/softpc/base/bios/mem_size.c	base/bios/mem_size.c	source-or-header	identical-original	literal-reference	2e8937e8fc10fbc69425692fb8b127b20e786fae37fd453049b62dd0472c9e8f	2e8937e8fc10fbc69425692fb8b127b20e786fae37fd453049b62dd0472c9e8f	1fbd247ef9e88a1defb9f9791cec1c5bc4d378484de56db1dca67db57ec30519	1fbd247ef9e88a1defb9f9791cec1c5bc4d378484de56db1dca67db57ec30519	retain-pristine
src/core/softpc/base/bios/reset.c	base/bios/reset.c	source-or-header	direct-original-diff	literal-reference	c1339261bf9272cec4610448ef42d808c6b10bef8a2d5a06940aa76343e9f084	46e2507ad47182125ed59206780763c5dadf6ea752a43d4d946451de1024d90b	5415acc0907b17a138d3564ded86732f9677d9b32607245f7e6972d1a3af90d1	65b753ed5da6a3a1c281c92e783371ed276ccabdf4e73296a36670052f4f3fa7	overlay
src/core/softpc/base/bios/rom_basc.c	base/bios/rom_basc.c	source-or-header	identical-original	literal-reference	2e6f1783fcb3695443ab0a3a6fcb5dbf2bd3e2e7905217cd61021e031a8a709a	2e6f1783fcb3695443ab0a3a6fcb5dbf2bd3e2e7905217cd61021e031a8a709a	60f6afc905771c295cd0842525b99b0bea04ed1b69379a6425a53425cd486e9a	60f6afc905771c295cd0842525b99b0bea04ed1b69379a6425a53425cd486e9a	retain-pristine
src/core/softpc/base/bios/slave_bs.c	base/bios/slave_bs.c	source-or-header	identical-original	literal-reference	22079cb4c1e033f1d33246da6f60f8d5e1bba5c925ee3e9e5ea3c3fd756c7368	22079cb4c1e033f1d33246da6f60f8d5e1bba5c925ee3e9e5ea3c3fd756c7368	92d92595002dd3d9d962708731e6f3fffdc9476afcf705626671ee7fcd387bc6	92d92595002dd3d9d962708731e6f3fffdc9476afcf705626671ee7fcd387bc6	retain-pristine
src/core/softpc/base/bios/tape_io.c	base/bios/tape_io.c	source-or-header	direct-original-diff	literal-reference	9999cdf5bb5a16aae4e7d77a65793a2b05fdbd3a2bf46691597bf49bfb25c814	3aa86f1faf07f68937629f1d6e410eb41f498e17dc6d747647c7d6e5697c80aa	0470a681b6e2c90ec69e78869a2db1f83975a477834a6f920e184ee5755815a0	bf9f738aa89a164aeae1b618fb7e21ad920628baa8138f38f71161f18fab9cc7	overlay
src/core/softpc/base/ccpu386/aaa.c	base/ccpu386/aaa.c	source-or-header	identical-original	ccpu-manifest	43583535e19a181d7a4c665c5fba5c00109eb1079b65d462f2b8a3d92ce2c052	43583535e19a181d7a4c665c5fba5c00109eb1079b65d462f2b8a3d92ce2c052	72eb858993f20b268960007f50aba1da10ceb3a19a3e55e808fba3cc98da705c	72eb858993f20b268960007f50aba1da10ceb3a19a3e55e808fba3cc98da705c	retain-pristine
src/core/softpc/base/ccpu386/aaa.h	base/ccpu386/aaa.h	source-or-header	identical-original	not-directly-selected	178d5b808502ab7072c902fe936c9b46ae8387626e393ddcd07e219a69211c40	178d5b808502ab7072c902fe936c9b46ae8387626e393ddcd07e219a69211c40	e89a457bb594d1849113a9d721ce120054bb0d63cd32931768c032f700a94010	e89a457bb594d1849113a9d721ce120054bb0d63cd32931768c032f700a94010	retain-pristine
src/core/softpc/base/ccpu386/aad.c	base/ccpu386/aad.c	source-or-header	identical-original	ccpu-manifest	7f6216d39411838509402cc45a93741ee4e0142c1fc36a0dc7682f126c447cde	7f6216d39411838509402cc45a93741ee4e0142c1fc36a0dc7682f126c447cde	179e72ef7f62910cb9ad91a6659d6da29bdade6b59dd6b2e5f7bdde8e0d591e6	179e72ef7f62910cb9ad91a6659d6da29bdade6b59dd6b2e5f7bdde8e0d591e6	retain-pristine
src/core/softpc/base/ccpu386/aad.h	base/ccpu386/aad.h	source-or-header	identical-original	not-directly-selected	e8b3075138c54719631226cfb78c478c1c684cfca70271937eac7a16438fec6c	e8b3075138c54719631226cfb78c478c1c684cfca70271937eac7a16438fec6c	2e5025918fe66d8df4200398cc3deb500178add0e93eda5f44d723325e125df5	2e5025918fe66d8df4200398cc3deb500178add0e93eda5f44d723325e125df5	retain-pristine
src/core/softpc/base/ccpu386/aam.c	base/ccpu386/aam.c	source-or-header	identical-original	ccpu-manifest	fda0622e61bc039dad01cf0594389af7e9ffdc678719b107f90a5e1607d893ee	fda0622e61bc039dad01cf0594389af7e9ffdc678719b107f90a5e1607d893ee	759556e0b2e091d9969074bc347a0997ec39a98afab1bf14cc855a53618a07cb	759556e0b2e091d9969074bc347a0997ec39a98afab1bf14cc855a53618a07cb	retain-pristine
src/core/softpc/base/ccpu386/aam.h	base/ccpu386/aam.h	source-or-header	identical-original	not-directly-selected	55e4a6504152bb790cbc35c4e33a06f1c368fc4f22ff7f1ef13172d1a87d9fde	55e4a6504152bb790cbc35c4e33a06f1c368fc4f22ff7f1ef13172d1a87d9fde	63f36b705313927809b48b3e09347a172a12f9c6b7b7b2e58b344cc8a3efa05a	63f36b705313927809b48b3e09347a172a12f9c6b7b7b2e58b344cc8a3efa05a	retain-pristine
src/core/softpc/base/ccpu386/aas.c	base/ccpu386/aas.c	source-or-header	identical-original	ccpu-manifest	f58060b5f0732ca174b1124b2622aaafa9d7341774cd71427509f2548ace4672	f58060b5f0732ca174b1124b2622aaafa9d7341774cd71427509f2548ace4672	05f943c8ecbf3f50fac692c7335f6b0a8bb7f9d7308bda6dc1f1fbbc2cc9dd68	05f943c8ecbf3f50fac692c7335f6b0a8bb7f9d7308bda6dc1f1fbbc2cc9dd68	retain-pristine
src/core/softpc/base/ccpu386/aas.h	base/ccpu386/aas.h	source-or-header	identical-original	not-directly-selected	630638a02fd5bb74b1154e63b5bf16321144c054406724ae9ff3490345f615fe	630638a02fd5bb74b1154e63b5bf16321144c054406724ae9ff3490345f615fe	3ef44f3ee1acef2a58bd03715b4144460db7aa929333356dab942bd9c7ca9f77	3ef44f3ee1acef2a58bd03715b4144460db7aa929333356dab942bd9c7ca9f77	retain-pristine
src/core/softpc/base/ccpu386/adc.c	base/ccpu386/adc.c	source-or-header	identical-original	ccpu-manifest	f9cb50e05aa3198c03e670556a6b8a849105c9ffbc6ea22dcc41dcfb2875c56b	f9cb50e05aa3198c03e670556a6b8a849105c9ffbc6ea22dcc41dcfb2875c56b	4998fbfc2d5aa722fb17ee0c59dc72dbfd4ee8c6155acc561494cf27c701fe35	4998fbfc2d5aa722fb17ee0c59dc72dbfd4ee8c6155acc561494cf27c701fe35	retain-pristine
src/core/softpc/base/ccpu386/adc.h	base/ccpu386/adc.h	source-or-header	identical-original	not-directly-selected	ebc8f79a0edab6590c40de2c6216731e540c739f723508fcd2db75103f839e14	ebc8f79a0edab6590c40de2c6216731e540c739f723508fcd2db75103f839e14	0e9de36b28c75d6dc4c6685e0a31ba38e3225e160f926bbbc19cd239b6ed7454	0e9de36b28c75d6dc4c6685e0a31ba38e3225e160f926bbbc19cd239b6ed7454	retain-pristine
src/core/softpc/base/ccpu386/add.c	base/ccpu386/add.c	source-or-header	identical-original	ccpu-manifest	6bbfc3cacd07b66ef1d5c882a45aa88431404571538ef2134f6b0f081e5c3c11	6bbfc3cacd07b66ef1d5c882a45aa88431404571538ef2134f6b0f081e5c3c11	25c5a5801a431f24e092ca01519c7497ef2cae44a6a821c7db0e346db7dac318	25c5a5801a431f24e092ca01519c7497ef2cae44a6a821c7db0e346db7dac318	retain-pristine
src/core/softpc/base/ccpu386/add.h	base/ccpu386/add.h	source-or-header	identical-original	not-directly-selected	5d6bb2d73cadea179111243737d0dc29526aaddbd0d84f6fb784cbeb2706314e	5d6bb2d73cadea179111243737d0dc29526aaddbd0d84f6fb784cbeb2706314e	fd77efb5c0a581256400847be92322f5cf5c63f3acb5ed504ad82b3767f1d998	fd77efb5c0a581256400847be92322f5cf5c63f3acb5ed504ad82b3767f1d998	retain-pristine
src/core/softpc/base/ccpu386/and.c	base/ccpu386/and.c	source-or-header	identical-original	ccpu-manifest	2973105fbfc70afd2a1f6846e1358c5c781538974e2dde72576286de95d1c489	2973105fbfc70afd2a1f6846e1358c5c781538974e2dde72576286de95d1c489	34166c4fa125cce7357a1992792d20de8095e5eef8982a03c35aaa7ccea5ce91	34166c4fa125cce7357a1992792d20de8095e5eef8982a03c35aaa7ccea5ce91	retain-pristine
src/core/softpc/base/ccpu386/and.h	base/ccpu386/and.h	source-or-header	identical-original	not-directly-selected	9294bc9f62d29a89c95ca3bd98083128966b15e0996b994f180ff98e269c239f	9294bc9f62d29a89c95ca3bd98083128966b15e0996b994f180ff98e269c239f	c5f19df4f4cbc7e0b2f440c14d30ad7eefdf738ea2cd068625f31b48e0cac389	c5f19df4f4cbc7e0b2f440c14d30ad7eefdf738ea2cd068625f31b48e0cac389	retain-pristine
src/core/softpc/base/ccpu386/arpl.c	base/ccpu386/arpl.c	source-or-header	identical-original	ccpu-manifest	676f5413ca79b4d5ff4656a6ca960fdc290445d37ac21358040788db9e113c0a	676f5413ca79b4d5ff4656a6ca960fdc290445d37ac21358040788db9e113c0a	bcea97360199dc845b499eadd7e385d39dcb4d5a53d44fadf227de0860da6850	bcea97360199dc845b499eadd7e385d39dcb4d5a53d44fadf227de0860da6850	retain-pristine
src/core/softpc/base/ccpu386/arpl.h	base/ccpu386/arpl.h	source-or-header	identical-original	not-directly-selected	b8fdf1df2307b98630612afc79c5580bbd4161ac292c4e8f20493db1bc411411	b8fdf1df2307b98630612afc79c5580bbd4161ac292c4e8f20493db1bc411411	1bbba9cbd74496508e8361cef63bf8ba1a5d5457714e4d857df887c1b79ff053	1bbba9cbd74496508e8361cef63bf8ba1a5d5457714e4d857df887c1b79ff053	retain-pristine
src/core/softpc/base/ccpu386/bound.c	base/ccpu386/bound.c	source-or-header	identical-original	ccpu-manifest	c82ea948fafd97bbf2c99bf3ba681d485f9c38bef75493498a465b7f556fc1f2	c82ea948fafd97bbf2c99bf3ba681d485f9c38bef75493498a465b7f556fc1f2	354531df09813c191651b9a415032bb1c858742f05e84372c2e37cb08377d40e	354531df09813c191651b9a415032bb1c858742f05e84372c2e37cb08377d40e	retain-pristine
src/core/softpc/base/ccpu386/bound.h	base/ccpu386/bound.h	source-or-header	identical-original	not-directly-selected	f805f2137d16bfb4b4777c5fe8835d0a53e83657210db0fbe1d52ee700c5b221	f805f2137d16bfb4b4777c5fe8835d0a53e83657210db0fbe1d52ee700c5b221	dd67f1a112e3cdeae3c0838ebc34840737006100f01c5556f38f0caf7a94a609	dd67f1a112e3cdeae3c0838ebc34840737006100f01c5556f38f0caf7a94a609	retain-pristine
src/core/softpc/base/ccpu386/bsf.c	base/ccpu386/bsf.c	source-or-header	identical-original	ccpu-manifest	229e244bdb8d904ee6e2e390c36a8f5c7bccef6aa8fb2bc832b7d91f723b1fd0	229e244bdb8d904ee6e2e390c36a8f5c7bccef6aa8fb2bc832b7d91f723b1fd0	d1f3365ee42fa1e02882253b5d002c00aea451dd32892740d63f4235bca4ef92	d1f3365ee42fa1e02882253b5d002c00aea451dd32892740d63f4235bca4ef92	retain-pristine
src/core/softpc/base/ccpu386/bsf.h	base/ccpu386/bsf.h	source-or-header	identical-original	not-directly-selected	2ed4c0b5cf6aa1f34f583fd84ecd2c4cd20dbe0e3606d904326619323d196531	2ed4c0b5cf6aa1f34f583fd84ecd2c4cd20dbe0e3606d904326619323d196531	b0fae23c46ac8e2ca1602ddb1469326e456fc4f3c70d670f602bca0c72f459d5	b0fae23c46ac8e2ca1602ddb1469326e456fc4f3c70d670f602bca0c72f459d5	retain-pristine
src/core/softpc/base/ccpu386/bsr.c	base/ccpu386/bsr.c	source-or-header	identical-original	ccpu-manifest	d277ee7bc0ffddfaf980eefe097d8f1b9d201fcc79bfd3774fc342f50041eaed	d277ee7bc0ffddfaf980eefe097d8f1b9d201fcc79bfd3774fc342f50041eaed	64e2e7e1a11c36a6aa6db073972747f701083e150a2343a778b5d88e98ec4ce2	64e2e7e1a11c36a6aa6db073972747f701083e150a2343a778b5d88e98ec4ce2	retain-pristine
src/core/softpc/base/ccpu386/bsr.h	base/ccpu386/bsr.h	source-or-header	identical-original	not-directly-selected	2895f7eabc1b44b4b902a9f83c6cd78d4f659b334dce1c44002eed45c71d7325	2895f7eabc1b44b4b902a9f83c6cd78d4f659b334dce1c44002eed45c71d7325	a88b2e2886c6d5cbef3472cea99e1c09f2ce2d439f79e22a88feb90dc6029f9a	a88b2e2886c6d5cbef3472cea99e1c09f2ce2d439f79e22a88feb90dc6029f9a	retain-pristine
src/core/softpc/base/ccpu386/bswap.c	base/ccpu386/bswap.c	source-or-header	identical-original	ccpu-manifest	d6e833e572222ce68fd989348de0bfd68030d0016a2a2d7379cf3473ad852f39	d6e833e572222ce68fd989348de0bfd68030d0016a2a2d7379cf3473ad852f39	14dd0777af755fcaee2d7427bc0227b5285e78a4549132da42cfd1325b73ce9c	14dd0777af755fcaee2d7427bc0227b5285e78a4549132da42cfd1325b73ce9c	retain-pristine
src/core/softpc/base/ccpu386/bswap.h	base/ccpu386/bswap.h	source-or-header	identical-original	not-directly-selected	e3a8af0917fbe1324ebcfec90f899dd5bf463884911662fdba8fd9cc60d0208a	e3a8af0917fbe1324ebcfec90f899dd5bf463884911662fdba8fd9cc60d0208a	2fad370c1de088a04b5c96d19500d8fde17b43e59592ce2b0a6cd57507154aad	2fad370c1de088a04b5c96d19500d8fde17b43e59592ce2b0a6cd57507154aad	retain-pristine
src/core/softpc/base/ccpu386/bt.c	base/ccpu386/bt.c	source-or-header	identical-original	ccpu-manifest	3bc8f44b7d00374e4749de45303450c59baea54435bf1773b6bc6205c6877541	3bc8f44b7d00374e4749de45303450c59baea54435bf1773b6bc6205c6877541	bf7e8e196cb156ac189cdf91b71819ba06d6dd62ead533d4fff2a136adb3a5a0	bf7e8e196cb156ac189cdf91b71819ba06d6dd62ead533d4fff2a136adb3a5a0	retain-pristine
src/core/softpc/base/ccpu386/bt.h	base/ccpu386/bt.h	source-or-header	identical-original	not-directly-selected	64da5653cca4f93e028fb695cfa87f87ef7b8f6598d83bc4008d9da678c1e99b	64da5653cca4f93e028fb695cfa87f87ef7b8f6598d83bc4008d9da678c1e99b	69a0317a672af255e76c0b95e110e7b2287a189b4563cbc92505aa4734ed5184	69a0317a672af255e76c0b95e110e7b2287a189b4563cbc92505aa4734ed5184	retain-pristine
src/core/softpc/base/ccpu386/btc.c	base/ccpu386/btc.c	source-or-header	identical-original	ccpu-manifest	b6a883564d9f0f426274376c88410698a129542ed0e2ea22a4942c11085def89	b6a883564d9f0f426274376c88410698a129542ed0e2ea22a4942c11085def89	4227320c5d551820399d573925441cac328c836ba33eb4fca306d56b2eb0e71c	4227320c5d551820399d573925441cac328c836ba33eb4fca306d56b2eb0e71c	retain-pristine
src/core/softpc/base/ccpu386/btc.h	base/ccpu386/btc.h	source-or-header	identical-original	not-directly-selected	15e09bc43bdc5c163b25f6a55b886dfeaf5ba46ddc8a5a2c22f5e6af73e89261	15e09bc43bdc5c163b25f6a55b886dfeaf5ba46ddc8a5a2c22f5e6af73e89261	30d483d17fd1e0d663ebb231e0f2012cd73b0e05b06c58c4ddd66236e60081d1	30d483d17fd1e0d663ebb231e0f2012cd73b0e05b06c58c4ddd66236e60081d1	retain-pristine
src/core/softpc/base/ccpu386/btr.c	base/ccpu386/btr.c	source-or-header	identical-original	ccpu-manifest	b3a555c2e227f2e24200673a772c06b9d659b1210335e1ac90bb88eb53749393	b3a555c2e227f2e24200673a772c06b9d659b1210335e1ac90bb88eb53749393	e66cae376a9ba505e05e632e9b8c2bc4f8a749908c5eab2ffdf9b01a0b311081	e66cae376a9ba505e05e632e9b8c2bc4f8a749908c5eab2ffdf9b01a0b311081	retain-pristine
src/core/softpc/base/ccpu386/btr.h	base/ccpu386/btr.h	source-or-header	identical-original	not-directly-selected	2e1356821482d1ff937be79186efbb2c3979d132c06d1ea0636b7ad642b6ed58	2e1356821482d1ff937be79186efbb2c3979d132c06d1ea0636b7ad642b6ed58	07194fc657e8d0ed9226c31f3dedd5fc701c0ed1904bd887462072779ca7238e	07194fc657e8d0ed9226c31f3dedd5fc701c0ed1904bd887462072779ca7238e	retain-pristine
src/core/softpc/base/ccpu386/bts.c	base/ccpu386/bts.c	source-or-header	identical-original	ccpu-manifest	4d14baba2ac83c0ecfee89d0ec4bafe6d6c713b6cd82bcb6c40b2373119236ba	4d14baba2ac83c0ecfee89d0ec4bafe6d6c713b6cd82bcb6c40b2373119236ba	17e3c6ed8f0ae73b5e891c5f253d3e9cc46b0bacb892891a64a9601d27ae3c39	17e3c6ed8f0ae73b5e891c5f253d3e9cc46b0bacb892891a64a9601d27ae3c39	retain-pristine
src/core/softpc/base/ccpu386/bts.h	base/ccpu386/bts.h	source-or-header	identical-original	not-directly-selected	486a65a8e5b65a49c55fc436fafd86004ab8b14170975fcbc0b6a2300a757c2c	486a65a8e5b65a49c55fc436fafd86004ab8b14170975fcbc0b6a2300a757c2c	38f0ea734e6d05aa35357fd53711e485bd85d249f885f915bae4ae0ca0142479	38f0ea734e6d05aa35357fd53711e485bd85d249f885f915bae4ae0ca0142479	retain-pristine
src/core/softpc/base/ccpu386/c_addr.c	base/ccpu386/c_addr.c	source-or-header	identical-original	ccpu-manifest	c60e097b1ccaf789c1b37098085e337118e765a357acd0950ce01c5a08ab129a	c60e097b1ccaf789c1b37098085e337118e765a357acd0950ce01c5a08ab129a	74f54eb7eb44094ec2fd70981b9f1d7a9337838673d9f75beb5d9febfaf06a61	74f54eb7eb44094ec2fd70981b9f1d7a9337838673d9f75beb5d9febfaf06a61	retain-pristine
src/core/softpc/base/ccpu386/c_addr.h	base/ccpu386/c_addr.h	source-or-header	identical-original	not-directly-selected	f79309d3e5872c1d0871be1e811cdf90dc0d4681c55f4422103a4654f1a44471	f79309d3e5872c1d0871be1e811cdf90dc0d4681c55f4422103a4654f1a44471	01cabee87dcd299be6936584b557c47f54441dfc5abcedad5cbbb0014759bffa	01cabee87dcd299be6936584b557c47f54441dfc5abcedad5cbbb0014759bffa	retain-pristine
src/core/softpc/base/ccpu386/c_bsic.c	base/ccpu386/c_bsic.c	source-or-header	identical-original	ccpu-manifest	f02abb067552707b136e6fa87ac3dd8096a468d3da947699802fd9a1eda29a8b	f02abb067552707b136e6fa87ac3dd8096a468d3da947699802fd9a1eda29a8b	c03c4722da0e0fd7580da5bd1bd47c33017b8d458267377aa9f4c76fea4c3a98	c03c4722da0e0fd7580da5bd1bd47c33017b8d458267377aa9f4c76fea4c3a98	retain-pristine
src/core/softpc/base/ccpu386/c_bsic.h	base/ccpu386/c_bsic.h	source-or-header	identical-original	literal-reference	5a7e4cefa28c674ad3047741cf8f78c9882f3c2362af09ae3a3dc0df336eed17	5a7e4cefa28c674ad3047741cf8f78c9882f3c2362af09ae3a3dc0df336eed17	d115132907534afa9c3707d4f84c38bdaec79713131c074dcea15913e581a2ca	d115132907534afa9c3707d4f84c38bdaec79713131c074dcea15913e581a2ca	retain-pristine
src/core/softpc/base/ccpu386/c_debug.c	base/ccpu386/c_debug.c	source-or-header	identical-original	ccpu-manifest	56cf805a5a78fe257f4337f94b55aec634f6d7d6139296993623fa08a0655e91	56cf805a5a78fe257f4337f94b55aec634f6d7d6139296993623fa08a0655e91	309e55ae26e4b39702555259d6d96327a59469d4d9ad95d1350d16c521292df8	309e55ae26e4b39702555259d6d96327a59469d4d9ad95d1350d16c521292df8	retain-pristine
src/core/softpc/base/ccpu386/c_debug.h	base/ccpu386/c_debug.h	source-or-header	identical-original	not-directly-selected	aa692f4f8680b717ab51489055c0c7578d0498f8af0702d17c4a0c56b165a88e	aa692f4f8680b717ab51489055c0c7578d0498f8af0702d17c4a0c56b165a88e	5576c56672370939810387a969710ad81865946b0aec55a5bc54a2e411a4d52a	5576c56672370939810387a969710ad81865946b0aec55a5bc54a2e411a4d52a	retain-pristine
src/core/softpc/base/ccpu386/c_div64.c	base/ccpu386/c_div64.c	source-or-header	identical-original	ccpu-manifest	09876e41103bddd1397dbf36598e1b6766c1c39d8bb3181731e509e80fdd2278	09876e41103bddd1397dbf36598e1b6766c1c39d8bb3181731e509e80fdd2278	1cbadc11ea7cdafd836abdf160131eea331ddbbc575a908fcca83c952b9d5047	1cbadc11ea7cdafd836abdf160131eea331ddbbc575a908fcca83c952b9d5047	retain-pristine
src/core/softpc/base/ccpu386/c_div64.h	base/ccpu386/c_div64.h	source-or-header	identical-original	not-directly-selected	d0f6b3b3273a4330701c09be93441c3af0a26daeec45e1dfaf2077b2175716e8	d0f6b3b3273a4330701c09be93441c3af0a26daeec45e1dfaf2077b2175716e8	edad1061452d45e5de93022f0204a6a480ca469ee1a7360ba5732a8188d3a61f	edad1061452d45e5de93022f0204a6a480ca469ee1a7360ba5732a8188d3a61f	retain-pristine
src/core/softpc/base/ccpu386/c_getset.c	base/ccpu386/c_getset.c	source-or-header	normalized-identical-original	ccpu-manifest	75c36d7031aa725ccf655ab7f91affb1996f0f3e8d00a221844b572fca829428	02783213debc6b9a712adecf37941b4fea01c60c0cc86c0d3cdf526b1ff43374	6e0d8827145c5d927cbb4fe7b577eef7998afd050b32127cb3cf55210a232f0d	6e0d8827145c5d927cbb4fe7b577eef7998afd050b32127cb3cf55210a232f0d	retain-pristine
src/core/softpc/base/ccpu386/c_intr.c	base/ccpu386/c_intr.c	source-or-header	normalized-identical-original	ccpu-manifest	8118de78200a293f6a847de726081110c8bc0d4767c64ef0dee5cc3862bec6bb	9e6d69b1e05309ca87db41c66b89eb9d0862f2078c08a16fe20b82669bc46a7a	a730012baec1ec962b356fef511d7f1f06d75fe05a7d8022a65c677df7d83e33	a730012baec1ec962b356fef511d7f1f06d75fe05a7d8022a65c677df7d83e33	retain-pristine
src/core/softpc/base/ccpu386/c_intr.h	base/ccpu386/c_intr.h	source-or-header	identical-original	not-directly-selected	e672bd15baf1acf7673635d0f84e3892805e882278065a67b3e8100c7f7585d2	e672bd15baf1acf7673635d0f84e3892805e882278065a67b3e8100c7f7585d2	682267ce7433375b415b1ccdce2525185ada03f52eacd8ab610261aedba1af50	682267ce7433375b415b1ccdce2525185ada03f52eacd8ab610261aedba1af50	retain-pristine
src/core/softpc/base/ccpu386/c_main.c	base/ccpu386/c_main.c	source-or-header	direct-original-diff	literal-reference	e2cab764fd8ad02ce8270135a7c3d30815cc15c52692abe8362cb7aa31ab0cf5	f6cd45a30b6575d38ef95083601594f1403a34ebef1278dbb8362c19f4a14700	49116f5100c9b2fed05f3790c9ee1a20a70ac6fe38081e2a803466cdf654ecd3	4da67fec9801ef824c134d58ccf2a7158386526dc8a801f03fd80b954920edad	overlay
src/core/softpc/base/ccpu386/c_main.h	base/ccpu386/c_main.h	source-or-header	identical-original	not-directly-selected	c900712ad3c01e1e6ea6ee3b3ce597bf67f0ae1392576a8f60413af78a4742b6	c900712ad3c01e1e6ea6ee3b3ce597bf67f0ae1392576a8f60413af78a4742b6	e26097464cc0e3881e8e273d9215c3333f2f7c22261fb460afcecf695ad7e5f3	e26097464cc0e3881e8e273d9215c3333f2f7c22261fb460afcecf695ad7e5f3	retain-pristine
src/core/softpc/base/ccpu386/c_mem.h	base/ccpu386/c_mem.h	source-or-header	identical-original	not-directly-selected	ed6b66363a1722415a7779879827126bb8ab2fc1df331435c3e587aef5189560	ed6b66363a1722415a7779879827126bb8ab2fc1df331435c3e587aef5189560	5e1671bdc8db5e6c664046d1a1359e638402425549f98ea950707e173e267be8	5e1671bdc8db5e6c664046d1a1359e638402425549f98ea950707e173e267be8	retain-pristine
src/core/softpc/base/ccpu386/c_mul64.c	base/ccpu386/c_mul64.c	source-or-header	identical-original	ccpu-manifest	388c195d7dfcc8a5874b2ca805e6ad22c5427f2ff4a6c4fc345cb9cd26b8760c	388c195d7dfcc8a5874b2ca805e6ad22c5427f2ff4a6c4fc345cb9cd26b8760c	6fa37bba1956044fc108b7d7d67123428b1fac598120127ed7b64b03520d673b	6fa37bba1956044fc108b7d7d67123428b1fac598120127ed7b64b03520d673b	retain-pristine
src/core/softpc/base/ccpu386/c_mul64.h	base/ccpu386/c_mul64.h	source-or-header	identical-original	not-directly-selected	3829dbf447790d4bfcfe01858448c6a4b21e1d486f7a12502f1d6a9260c1a70e	3829dbf447790d4bfcfe01858448c6a4b21e1d486f7a12502f1d6a9260c1a70e	36a795460e4cd3fab85179aed897e9bb5ba8280faf2b73869c5f3550355a3dd6	36a795460e4cd3fab85179aed897e9bb5ba8280faf2b73869c5f3550355a3dd6	retain-pristine
src/core/softpc/base/ccpu386/c_neg64.c	base/ccpu386/c_neg64.c	source-or-header	identical-original	ccpu-manifest	222aa1e94318d59a0cbbdc32b43c68c9c09ce06c8962eaa185d789c32cadab33	222aa1e94318d59a0cbbdc32b43c68c9c09ce06c8962eaa185d789c32cadab33	63ed0e18c1db849a4d5bba692cd86a771f0feb2d0d02debf522813cf8e32416a	63ed0e18c1db849a4d5bba692cd86a771f0feb2d0d02debf522813cf8e32416a	retain-pristine
src/core/softpc/base/ccpu386/c_neg64.h	base/ccpu386/c_neg64.h	source-or-header	identical-original	not-directly-selected	03484d5c7e59d9a25b1e466cc78d411836f9a52e7d893a056d4842167d328d1c	03484d5c7e59d9a25b1e466cc78d411836f9a52e7d893a056d4842167d328d1c	13505ab322b3c3ef3eef3db228b324faebc6a457fb7e1d95e58d69b3daac6b87	13505ab322b3c3ef3eef3db228b324faebc6a457fb7e1d95e58d69b3daac6b87	retain-pristine
src/core/softpc/base/ccpu386/c_oprnd.h	base/ccpu386/c_oprnd.h	source-or-header	identical-original	not-directly-selected	d7b6cf24845a42b42246cb8ae2c41b7bbeda398c0da4cb51cab2620e3938619e	d7b6cf24845a42b42246cb8ae2c41b7bbeda398c0da4cb51cab2620e3938619e	901a46a9b0a9d55bcf35eb92e0c84879572100000d2eb767ccc7c1e70e4638d8	901a46a9b0a9d55bcf35eb92e0c84879572100000d2eb767ccc7c1e70e4638d8	retain-pristine
